epoch, grover, wiki, reviews
-1, 0.5009375, 0.505, 0.5478125
0, 0.5009375, 0.505, 0.5478125
1, 0.50125, 0.5059375, 0.5484375
2, 0.50125, 0.50625, 0.5553125
3, 0.504375, 0.509375, 0.5603125
4, 0.50625, 0.5090625, 0.5690625
5, 0.5078125, 0.5121875, 0.57625
6, 0.506875, 0.5159375, 0.585
7, 0.503125, 0.5146875, 0.591875
8, 0.505, 0.5171875, 0.5971875
9, 0.5075, 0.5146875, 0.6046875
TEST SET, 0.50675, 0.52525, 0.592
