epoch, grover, wiki, reviews
-1, 0.50625, 0.500625, 0.486875
0, 0.50625, 0.500625, 0.486875
1, 0.5090625, 0.5065625, 0.49
2, 0.5134375, 0.5128125, 0.496875
3, 0.5246875, 0.5228125, 0.5021875
4, 0.5490625, 0.519375, 0.506875
5, 0.57125, 0.5103125, 0.520625
6, 0.581875, 0.5171875, 0.520625
7, 0.6046875, 0.52, 0.5184375
8, 0.6384375, 0.521875, 0.51875
9, 0.66375, 0.528125, 0.5215625
TEST SET, 0.6675, 0.5245, 0.5215
