epoch, grover, wiki, reviews
-1, 0.4965625, 0.5171875, 0.486875
0, 0.4965625, 0.5171875, 0.486875
1, 0.50375, 0.524375, 0.505625
2, 0.5103125, 0.5290625, 0.5315625
3, 0.5225, 0.5453125, 0.5753125
4, 0.5203125, 0.5603125, 0.6190625
5, 0.516875, 0.55625, 0.651875
6, 0.5134375, 0.5609375, 0.6940625
7, 0.5565625, 0.6425, 0.770625
8, 0.584375, 0.669375, 0.83125
9, 0.61625, 0.609375, 0.8615625
TEST SET, 0.6065, 0.60725, 0.85875
