epoch, grover, wiki, reviews
-1, 0.495, 0.526875, 0.4859375
0, 0.495, 0.526875, 0.4859375
1, 0.501875, 0.565, 0.496875
2, 0.5040625, 0.639375, 0.5075
3, 0.5075, 0.881875, 0.5440625
4, 0.5071875, 0.9475, 0.588125
5, 0.5046875, 0.9634375, 0.5934375
6, 0.505625, 0.969375, 0.5846875
7, 0.506875, 0.96625, 0.579375
8, 0.505625, 0.97875, 0.5871875
9, 0.506875, 0.9803125, 0.5884375
TEST SET, 0.50475, 0.977, 0.5775
