epoch, grover, wiki, reviews
-1, 0.4990625, 0.4965625, 0.501875
0, 0.4990625, 0.4965625, 0.501875
1, 0.5, 0.498125, 0.5025
2, 0.5003125, 0.4996875, 0.5034375
3, 0.503125, 0.5028125, 0.5028125
4, 0.5040625, 0.506875, 0.50375
5, 0.505625, 0.509375, 0.5075
6, 0.5078125, 0.5121875, 0.508125
7, 0.5115625, 0.5175, 0.51
8, 0.514375, 0.521875, 0.5125
9, 0.510625, 0.5278125, 0.5153125
TEST SET, 0.511, 0.54875, 0.5295
