epoch, grover, wiki, reviews
-1, 0.4828125, 0.491875, 0.4846875
0, 0.4828125, 0.491875, 0.4846875
1, 0.4746875, 0.501875, 0.4984375
2, 0.4909375, 0.5278125, 0.52625
3, 0.5015625, 0.5584375, 0.5646875
4, 0.503125, 0.5846875, 0.6084375
5, 0.5034375, 0.7228125, 0.640625
6, 0.518125, 0.849375, 0.6553125
7, 0.5421875, 0.8928125, 0.6965625
8, 0.5496875, 0.925625, 0.7528125
9, 0.564375, 0.9434375, 0.780625
TEST SET, 0.5705, 0.94325, 0.78125
