epoch, grover, wiki, reviews
-1, 0.488125, 0.495, 0.5059375
0, 0.488125, 0.495, 0.5059375
1, 0.4890625, 0.495625, 0.5071875
2, 0.4890625, 0.495, 0.5078125
3, 0.489375, 0.49875, 0.5096875
4, 0.49, 0.500625, 0.51375
5, 0.4896875, 0.5040625, 0.515625
6, 0.49, 0.515, 0.52125
7, 0.493125, 0.5171875, 0.5240625
8, 0.4971875, 0.5246875, 0.5365625
9, 0.505, 0.5309375, 0.54875
TEST SET, 0.5085, 0.531, 0.55
